OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalPrice,Status,SaleID
535,156,482,2022-08-20,91,407.74,Delivered,535
536,217,346,2022-09-01,7,206.15,Shipped,536
537,134,90,2024-04-17,87,237.91,Shipped,537
538,82,350,2022-06-16,48,652.67,Pending,538
539,18,436,2024-01-20,13,217.59,Delivered,539
540,461,374,2023-07-15,64,714.9,Cancelled,540
541,283,126,2022-12-11,60,286.63,Delivered,541
542,384,364,2023-08-09,90,614.4,Pending,542
543,304,38,2023-04-16,59,232.11,Shipped,543
544,187,8,2022-09-20,53,378.09,Cancelled,544
545,432,495,2023-04-04,95,596.52,Cancelled,545
546,382,168,2022-05-15,64,884.19,Shipped,546
547,391,291,2024-01-19,100,847.15,Cancelled,547
548,170,27,2022-08-17,61,229.3,Shipped,548
549,474,17,2023-04-02,22,585.29,Delivered,549
550,426,342,2024-05-11,54,135.23,Cancelled,550
551,471,398,2023-05-27,52,816.78,Pending,551
552,220,188,2023-06-07,77,819.11,Pending,552
553,265,364,2024-01-08,46,978.53,Shipped,553
554,181,22,2023-12-03,56,548.81,Cancelled,554
555,492,431,2023-11-21,34,811.24,Shipped,555
556,355,437,2024-04-26,75,648.23,Pending,556
557,29,494,2023-11-27,21,879.87,Pending,557
558,160,63,2023-05-20,33,630.14,Pending,558
559,57,184,2023-03-20,63,640.1,Delivered,559
560,290,92,2022-12-06,78,443.53,Delivered,560
561,451,423,2024-01-17,90,347.71,Pending,561
562,57,4,2022-06-21,47,706.87,Cancelled,562
563,202,169,2023-06-11,28,789.34,Pending,563
564,48,193,2023-08-22,76,223.72,Delivered,564
565,213,412,2024-02-08,10,388.2,Cancelled,565
566,362,429,2023-05-20,83,745.67,Cancelled,566
567,152,152,2023-04-19,63,104.56,Delivered,567
568,259,135,2022-07-15,68,837.7,Cancelled,568
569,81,233,2023-12-09,3,611.5,Pending,569
570,276,346,2024-04-14,50,463.74,Cancelled,570
571,370,314,2022-11-02,53,907.28,Pending,571
572,137,323,2023-09-01,77,774.65,Pending,572
573,356,186,2022-08-19,30,778.97,Delivered,573
574,68,293,2023-07-25,26,880.46,Delivered,574
575,64,461,2023-12-23,4,195.73,Pending,575
576,445,151,2022-07-23,13,863.07,Delivered,576
577,4,368,2022-08-04,73,638.29,Pending,577
578,72,22,2023-07-31,61,454.04,Delivered,578
579,28,182,2023-09-25,81,888.01,Pending,579
580,428,333,2023-06-07,29,306.11,Pending,580
581,498,295,2023-08-18,85,667.54,Delivered,581
582,450,338,2023-10-17,52,601.41,Pending,582
583,396,488,2022-12-23,93,805.18,Shipped,583
584,344,291,2023-10-24,43,818.55,Shipped,584
585,194,142,2023-05-08,46,589.35,Cancelled,585
586,245,251,2022-06-14,73,571.16,Delivered,586
587,474,264,2024-03-09,55,783.67,Cancelled,587
588,100,288,2024-02-17,74,461.85,Shipped,588
589,364,120,2023-03-29,16,541.36,Cancelled,589
590,457,412,2024-04-25,68,620.15,Shipped,590
591,307,383,2022-07-01,24,594.32,Shipped,591
592,471,296,2023-03-11,78,662.18,Delivered,592
593,461,37,2023-03-23,96,412.83,Delivered,593
594,53,299,2023-05-14,65,846.52,Delivered,594
595,435,84,2024-04-29,16,621.58,Shipped,595
596,65,246,2023-02-19,44,908.7,Cancelled,596
597,53,408,2023-12-15,46,543.99,Cancelled,597
598,267,384,2024-02-05,29,649.58,Shipped,598
599,451,144,2022-12-15,65,388.42,Pending,599
600,77,380,2023-03-15,67,593.36,Shipped,600
601,435,37,2022-06-05,77,983.55,Cancelled,601
602,329,339,2022-11-17,59,814.95,Shipped,602
603,114,235,2022-12-31,10,616.83,Pending,603
604,468,409,2024-04-14,55,425.82,Shipped,604
605,54,464,2023-01-09,30,432.08,Cancelled,605
606,91,491,2022-11-26,72,720.58,Delivered,606
607,9,113,2023-02-13,98,481.26,Cancelled,607
608,51,167,2023-01-05,34,556.7,Shipped,608
609,464,51,2023-03-27,17,520.25,Pending,609
610,393,405,2022-05-29,10,418.02,Cancelled,610
611,442,106,2022-08-20,79,648.7,Pending,611
612,203,360,2023-06-28,77,781.47,Pending,612
613,254,25,2024-05-06,90,901.38,Delivered,613
614,402,417,2023-11-16,42,836.92,Delivered,614
615,338,98,2023-10-15,17,861.01,Pending,615
616,460,464,2023-02-22,2,483.72,Delivered,616
617,141,347,2023-02-10,30,159.06,Pending,617
618,28,307,2023-12-23,45,986.97,Pending,618
619,11,26,2023-12-18,46,704.2,Shipped,619
620,454,391,2024-04-13,66,824.01,Shipped,620
621,158,162,2022-11-18,57,309.59,Pending,621
622,100,325,2023-02-02,25,658.82,Shipped,622
623,208,498,2023-08-08,79,771.43,Shipped,623
624,294,223,2023-03-23,30,731.71,Shipped,624
625,90,105,2022-07-18,93,296.0,Pending,625
626,117,172,2022-12-29,10,627.03,Delivered,626
627,51,500,2023-03-19,100,520.53,Pending,627
628,20,419,2024-04-02,66,866.24,Cancelled,628
629,135,422,2022-10-19,21,605.49,Pending,629
630,307,84,2022-08-14,67,519.73,Cancelled,630
631,423,79,2022-09-15,66,775.22,Delivered,631
632,35,266,2023-12-13,9,736.71,Cancelled,632
633,484,384,2023-06-03,93,537.81,Shipped,633
634,163,402,2022-11-21,77,356.67,Pending,634
635,1,267,2023-06-04,25,991.98,Cancelled,635
636,284,432,2023-03-10,61,269.78,Cancelled,636
637,447,357,2022-06-23,30,211.88,Shipped,637
638,496,243,2022-08-03,88,461.96,Shipped,638
639,311,31,2023-09-30,95,298.93,Shipped,639
640,281,27,2022-05-21,83,904.08,Delivered,640
641,150,305,2023-05-16,46,526.57,Pending,641
642,92,335,2024-01-26,34,863.17,Shipped,642
643,7,42,2022-12-23,70,766.29,Cancelled,643
644,403,450,2024-03-23,69,636.64,Delivered,644
645,432,163,2023-04-12,88,702.76,Shipped,645
646,469,447,2023-09-04,48,480.42,Delivered,646
647,88,86,2022-12-03,79,309.53,Shipped,647
648,17,224,2023-07-23,34,607.41,Shipped,648
649,105,125,2023-04-20,96,766.89,Cancelled,649
650,498,459,2022-10-23,92,396.42,Delivered,650
651,404,174,2022-10-18,20,299.35,Delivered,651
652,44,19,2022-05-15,51,412.15,Cancelled,652
653,170,65,2023-08-17,47,462.51,Delivered,653
654,295,126,2022-07-21,19,110.52,Shipped,654
655,446,145,2023-05-06,100,103.86,Delivered,655
656,417,263,2023-02-17,40,263.35,Shipped,656
657,24,25,2024-01-21,69,985.46,Cancelled,657
658,444,307,2022-07-27,92,362.68,Delivered,658
659,328,120,2023-11-28,85,372.99,Cancelled,659
660,59,161,2022-07-17,31,157.37,Pending,660
661,318,249,2024-04-16,38,140.28,Cancelled,661
662,270,260,2024-05-02,7,412.61,Pending,662
663,372,120,2023-10-10,57,442.38,Cancelled,663
664,192,41,2023-07-19,48,353.2,Shipped,664
665,315,347,2023-06-22,70,672.77,Cancelled,665
666,232,225,2023-08-10,41,712.02,Pending,666
667,363,378,2022-12-29,44,597.51,Shipped,667
668,490,339,2023-06-18,14,348.62,Delivered,668
669,30,226,2022-09-19,68,408.99,Delivered,669
670,203,213,2024-05-08,93,137.96,Pending,670
671,435,241,2022-06-07,89,319.93,Cancelled,671
672,284,274,2023-11-23,26,423.1,Shipped,672
673,92,352,2023-12-01,39,478.83,Delivered,673
674,294,267,2023-11-12,10,927.58,Delivered,674
675,500,158,2023-05-21,60,704.7,Delivered,675
676,299,93,2023-01-17,12,420.25,Delivered,676
677,286,24,2023-11-23,28,415.56,Shipped,677
678,149,440,2023-09-21,29,661.21,Delivered,678
679,245,373,2023-12-27,87,130.03,Delivered,679
680,208,286,2022-10-16,61,832.7,Shipped,680
681,249,15,2023-02-08,33,435.87,Cancelled,681
682,144,441,2022-12-11,16,418.5,Pending,682
683,105,86,2023-07-09,46,903.83,Delivered,683
684,361,131,2023-10-01,71,252.13,Shipped,684
685,99,490,2022-05-28,79,685.23,Shipped,685
686,388,125,2023-01-28,56,404.85,Pending,686
687,85,410,2024-02-13,5,840.37,Pending,687
688,125,95,2022-08-25,2,957.72,Delivered,688
689,322,449,2023-02-05,32,339.63,Delivered,689
690,102,180,2023-12-24,59,845.71,Pending,690
691,273,342,2022-06-01,46,378.73,Pending,691
692,431,73,2024-01-14,3,859.83,Cancelled,692
693,241,149,2023-04-10,5,509.74,Shipped,693
694,131,210,2023-11-26,47,124.91,Cancelled,694
695,137,164,2024-04-27,21,974.0,Pending,695
696,246,351,2023-04-12,17,639.87,Cancelled,696
697,460,48,2023-12-04,49,457.75,Pending,697
698,189,85,2022-06-12,3,498.88,Cancelled,698
699,66,480,2024-04-16,84,874.21,Delivered,699
700,433,406,2022-11-05,68,762.37,Pending,700
701,405,9,2023-08-25,70,809.25,Pending,701
702,292,223,2023-06-28,12,367.25,Shipped,702
703,324,443,2023-08-02,96,718.04,Cancelled,703
704,260,369,2022-08-01,7,708.79,Cancelled,704
705,1,168,2022-11-04,79,644.22,Pending,705
706,9,386,2023-02-26,9,597.97,Delivered,706
707,348,89,2023-12-23,77,110.15,Cancelled,707
708,303,171,2022-07-11,9,420.3,Shipped,708
709,376,436,2023-07-08,11,206.59,Delivered,709
710,13,397,2024-01-22,21,970.08,Delivered,710
711,218,443,2023-06-23,18,736.72,Cancelled,711
712,245,105,2022-09-27,43,542.71,Shipped,712
713,146,424,2023-11-20,94,143.2,Cancelled,713
714,166,487,2024-05-06,21,586.3,Delivered,714
715,76,182,2022-09-09,2,511.12,Cancelled,715
716,420,250,2023-12-22,4,802.08,Delivered,716
717,212,392,2022-09-16,43,539.53,Shipped,717
718,332,25,2023-01-25,2,376.82,Pending,718
719,498,158,2022-06-14,36,856.41,Shipped,719
720,490,49,2022-12-25,77,600.5,Delivered,720
721,312,416,2022-08-24,78,366.92,Cancelled,721
722,9,44,2023-06-03,85,708.22,Cancelled,722
723,494,120,2022-09-12,82,984.23,Shipped,723
724,166,334,2023-07-20,54,304.27,Shipped,724
725,449,258,2023-09-21,31,933.87,Delivered,725
726,95,1,2023-09-15,99,576.45,Cancelled,726
727,380,186,2023-12-26,76,653.5,Pending,727
728,429,20,2024-02-05,77,696.04,Pending,728
729,413,165,2022-08-30,47,978.73,Pending,729
730,304,281,2022-07-11,75,450.73,Pending,730
731,361,109,2022-12-01,30,883.85,Cancelled,731
732,178,454,2023-10-14,89,431.32,Delivered,732
733,392,135,2023-08-01,49,522.86,Shipped,733
734,52,270,2023-12-29,48,565.13,Pending,734
735,273,119,2023-09-19,66,313.23,Cancelled,735
736,211,159,2024-01-06,26,575.33,Cancelled,736
737,192,267,2023-10-11,56,415.77,Pending,737
738,59,148,2023-07-21,34,784.07,Pending,738
739,250,482,2023-08-30,20,177.61,Shipped,739
740,387,379,2022-11-04,10,887.4,Delivered,740
741,333,269,2024-03-25,96,911.58,Cancelled,741
742,139,479,2023-02-21,31,880.83,Shipped,742
743,11,189,2022-12-24,36,524.74,Cancelled,743
744,466,426,2023-08-06,33,211.5,Delivered,744
745,469,284,2022-11-28,73,862.62,Shipped,745
746,152,408,2023-12-28,14,729.62,Pending,746
747,232,238,2023-11-01,91,840.81,Shipped,747
748,154,177,2022-06-28,8,445.66,Delivered,748
749,109,52,2023-09-01,27,438.66,Cancelled,749
750,433,63,2024-01-08,30,793.77,Pending,750
751,399,207,2023-07-30,67,467.43,Pending,751
752,405,469,2022-05-21,11,867.06,Delivered,752
753,191,88,2022-10-23,34,821.14,Shipped,753
754,146,357,2023-06-15,38,938.26,Delivered,754
755,466,220,2023-07-07,16,532.67,Cancelled,755
756,56,397,2024-03-17,70,254.88,Shipped,756
757,459,416,2022-09-02,36,866.3,Pending,757
758,429,7,2023-03-12,84,954.76,Cancelled,758
759,334,455,2023-03-14,44,985.26,Delivered,759
760,484,173,2024-02-15,7,939.11,Pending,760
761,173,279,2024-01-02,31,903.89,Shipped,761
762,73,330,2023-01-02,96,977.82,Cancelled,762
763,270,375,2024-03-20,43,802.12,Pending,763
764,214,151,2023-08-18,80,778.04,Cancelled,764
765,394,7,2024-03-10,46,466.89,Cancelled,765
766,18,446,2022-12-07,95,859.06,Shipped,766
767,147,223,2022-08-23,100,202.16,Shipped,767
768,35,415,2023-09-07,22,652.29,Pending,768
769,285,68,2023-03-01,19,360.5,Shipped,769
770,411,459,2022-08-07,64,216.55,Shipped,770
771,79,39,2022-11-16,56,907.89,Shipped,771
772,444,141,2023-10-27,19,198.7,Shipped,772
773,191,310,2023-05-28,45,717.89,Delivered,773
774,490,341,2023-08-18,7,262.47,Pending,774
775,73,60,2022-06-26,77,453.51,Delivered,775
776,379,384,2022-08-10,51,694.51,Cancelled,776
777,450,443,2022-12-04,91,755.27,Shipped,777
778,483,22,2022-11-03,93,360.98,Shipped,778
779,379,446,2023-10-06,66,767.76,Pending,779
780,22,209,2024-04-19,17,870.76,Cancelled,780
781,390,379,2022-12-07,35,945.13,Shipped,781
782,415,398,2023-05-24,5,910.34,Pending,782
783,143,425,2023-01-12,94,239.33,Shipped,783
784,293,490,2024-03-13,63,416.9,Cancelled,784
785,452,66,2023-03-19,44,122.06,Shipped,785
786,3,13,2024-03-29,15,533.8,Cancelled,786
787,84,166,2022-11-24,79,507.54,Pending,787
788,184,414,2023-07-19,19,300.36,Delivered,788
789,187,276,2024-04-02,58,268.56,Shipped,789
790,203,30,2024-02-21,19,132.59,Shipped,790
791,267,257,2022-10-12,28,399.77,Cancelled,791
792,365,280,2022-08-10,78,693.15,Cancelled,792
793,129,441,2024-02-17,40,869.0,Cancelled,793
794,281,81,2022-08-26,45,164.91,Pending,794
795,21,463,2022-09-09,30,791.16,Pending,795
796,71,223,2024-03-01,25,654.91,Pending,796
797,316,481,2024-04-02,12,534.47,Delivered,797
798,134,173,2023-12-26,52,740.15,Shipped,798
799,316,374,2023-12-10,83,778.57,Cancelled,799
800,202,22,2022-06-16,32,574.64,Cancelled,800
801,462,274,2023-09-01,28,911.31,Delivered,801
802,158,50,2023-11-05,29,836.84,Shipped,802
803,113,166,2023-06-06,75,406.9,Delivered,803
804,257,243,2023-09-29,92,471.52,Shipped,804
805,270,104,2023-05-27,90,772.84,Delivered,805
806,73,208,2022-11-14,3,310.97,Pending,806
807,69,460,2024-04-27,9,773.45,Cancelled,807
808,453,229,2023-11-19,11,202.62,Pending,808
809,164,115,2023-12-10,15,414.49,Delivered,809
810,48,202,2023-03-26,93,926.94,Delivered,810
811,456,79,2023-04-21,67,824.36,Delivered,811
812,418,138,2022-07-08,42,451.75,Pending,812
813,38,222,2023-11-10,27,250.09,Delivered,813
814,477,252,2023-07-16,40,521.64,Delivered,814
815,109,484,2023-03-05,70,412.68,Delivered,815
816,338,320,2023-12-09,67,394.91,Cancelled,816
817,437,147,2023-07-30,32,979.66,Shipped,817
818,436,358,2023-04-10,28,373.84,Shipped,818
819,491,104,2022-06-27,33,550.47,Delivered,819
820,134,353,2023-04-23,25,975.9,Pending,820
821,123,277,2023-10-10,94,476.27,Cancelled,821
822,467,53,2024-03-08,62,629.39,Delivered,822
823,374,142,2022-11-04,75,214.17,Shipped,823
824,482,483,2022-07-12,35,990.35,Pending,824
825,494,308,2024-04-21,9,568.45,Delivered,825
826,377,461,2023-11-17,38,585.11,Pending,826
827,112,233,2022-11-03,88,191.81,Pending,827
828,312,97,2022-08-27,15,265.05,Shipped,828
829,349,302,2023-06-16,40,206.73,Delivered,829
830,97,459,2023-06-22,62,379.61,Shipped,830
831,207,176,2023-07-22,94,376.69,Shipped,831
832,415,222,2022-11-03,63,310.41,Cancelled,832
833,440,75,2022-07-03,35,452.01,Pending,833
834,39,418,2023-06-14,86,531.41,Pending,834
835,394,496,2023-09-15,64,836.42,Shipped,835
836,18,237,2024-01-10,8,537.68,Pending,836
837,399,288,2023-03-17,81,614.48,Cancelled,837
838,115,262,2022-08-20,72,153.53,Cancelled,838
839,179,380,2023-09-19,72,200.23,Cancelled,839
840,366,371,2023-08-31,67,567.57,Cancelled,840
841,442,339,2022-08-11,85,804.26,Delivered,841
842,403,50,2023-01-06,89,729.3,Shipped,842
843,328,252,2023-03-04,26,661.58,Pending,843
844,261,57,2023-12-09,52,156.56,Shipped,844
845,201,410,2023-06-21,83,405.1,Shipped,845
846,32,234,2023-11-23,28,507.25,Shipped,846
847,46,109,2024-02-10,53,638.7,Pending,847
848,256,268,2023-10-17,38,616.22,Cancelled,848
849,258,473,2024-03-18,40,164.89,Shipped,849
850,453,27,2023-05-22,88,671.8,Cancelled,850
851,385,322,2022-10-23,84,375.67,Shipped,851
852,254,160,2022-10-08,35,229.66,Shipped,852
853,419,265,2023-06-19,76,288.04,Pending,853
854,439,472,2024-03-12,34,852.97,Pending,854
855,467,421,2024-05-08,61,583.9,Cancelled,855
856,253,349,2023-02-02,35,665.49,Pending,856
857,23,356,2023-01-11,62,575.08,Cancelled,857
858,146,275,2024-04-27,70,804.33,Cancelled,858
859,426,18,2022-09-17,36,968.78,Pending,859
860,447,121,2023-09-14,47,463.28,Delivered,860
861,274,46,2022-08-07,73,929.16,Cancelled,861
862,448,173,2023-08-20,73,325.77,Delivered,862
863,227,462,2024-02-01,63,142.3,Pending,863
864,124,282,2023-02-18,30,679.9,Shipped,864
865,405,84,2022-10-03,93,153.09,Pending,865
866,227,194,2022-07-07,56,172.34,Cancelled,866
867,88,78,2022-09-16,88,120.21,Cancelled,867
868,311,214,2023-03-03,73,385.61,Shipped,868
869,404,427,2023-04-23,29,456.32,Pending,869
870,213,474,2023-07-13,81,951.27,Pending,870
871,259,356,2023-12-11,32,988.7,Pending,871
872,474,162,2022-08-28,85,660.89,Delivered,872
873,118,494,2023-05-24,36,804.55,Shipped,873
874,225,356,2022-10-09,63,993.69,Delivered,874
875,24,113,2022-09-28,87,246.54,Cancelled,875
876,206,35,2024-03-26,33,510.37,Delivered,876
877,35,79,2023-03-15,17,317.28,Shipped,877
878,251,149,2023-10-02,47,681.4,Shipped,878
879,40,458,2024-01-15,72,265.22,Shipped,879
880,229,349,2023-10-10,25,104.33,Cancelled,880
881,89,298,2023-03-27,76,972.29,Cancelled,881
882,53,122,2023-03-01,61,517.87,Cancelled,882
883,282,488,2022-08-29,51,666.11,Shipped,883
884,43,397,2024-01-19,95,279.6,Shipped,884
885,490,180,2023-11-25,40,449.57,Delivered,885
886,86,281,2023-09-07,91,904.24,Pending,886
887,22,200,2023-04-16,20,238.92,Pending,887
888,405,59,2024-01-19,70,599.03,Shipped,888
889,193,42,2023-11-11,57,434.43,Delivered,889
890,87,406,2022-10-06,97,232.3,Delivered,890
891,70,490,2023-08-08,49,414.93,Pending,891
892,49,229,2022-08-30,45,653.88,Cancelled,892
893,200,192,2022-12-07,91,125.86,Delivered,893
894,126,497,2022-07-17,77,231.42,Cancelled,894
895,303,48,2024-04-06,29,655.14,Cancelled,895
896,340,125,2023-06-26,64,858.59,Cancelled,896
897,199,349,2024-04-12,32,995.05,Delivered,897
898,330,150,2022-07-14,85,648.71,Shipped,898
899,446,460,2022-06-19,25,272.94,Shipped,899
900,115,396,2023-06-22,71,217.59,Delivered,900
901,2,342,2023-12-03,38,692.65,Delivered,901
902,235,469,2022-06-25,79,670.01,Delivered,902
903,224,111,2023-07-29,20,808.88,Pending,903
904,485,128,2024-02-05,45,479.24,Shipped,904
905,82,469,2022-09-06,92,124.29,Cancelled,905
906,391,228,2022-09-02,28,610.2,Delivered,906
907,46,362,2024-02-26,83,528.64,Cancelled,907
908,457,61,2023-06-18,29,791.07,Shipped,908
909,100,396,2022-11-25,22,954.86,Cancelled,909
910,411,57,2023-01-10,94,872.57,Shipped,910
911,104,267,2022-12-14,35,377.03,Shipped,911
912,371,24,2022-11-09,10,708.48,Delivered,912
913,132,263,2024-04-19,79,515.72,Delivered,913
914,407,313,2023-06-06,12,225.57,Delivered,914
915,176,300,2023-05-01,77,272.94,Pending,915
916,186,178,2022-10-15,60,113.69,Delivered,916
917,438,131,2023-04-22,46,809.53,Pending,917
918,465,268,2022-12-13,85,135.23,Pending,918
919,249,254,2024-01-22,2,517.34,Cancelled,919
920,472,15,2024-01-11,14,115.63,Delivered,920
921,41,227,2023-06-02,87,835.49,Pending,921
922,83,353,2023-03-10,4,874.98,Shipped,922
923,322,65,2024-05-03,11,728.09,Pending,923
924,8,258,2023-02-08,97,425.04,Shipped,924
925,33,178,2022-07-17,87,159.61,Delivered,925
926,95,112,2023-07-21,36,848.17,Shipped,926
927,463,126,2023-06-07,75,798.76,Delivered,927
928,425,368,2023-04-15,20,552.87,Cancelled,928
929,288,124,2023-09-25,28,617.43,Pending,929
930,394,114,2023-06-17,43,699.52,Shipped,930
931,210,236,2023-09-17,90,164.2,Delivered,931
932,154,155,2022-11-22,37,503.98,Delivered,932
933,199,350,2023-06-10,3,975.67,Delivered,933
934,162,27,2023-12-14,93,476.77,Shipped,934
935,84,483,2023-11-03,68,664.77,Delivered,935
936,349,351,2023-05-21,83,969.58,Shipped,936
937,495,183,2024-04-25,82,219.13,Pending,937
938,147,467,2023-06-08,74,104.28,Cancelled,938
939,357,246,2023-06-17,64,371.87,Delivered,939
940,50,178,2023-05-17,14,815.61,Pending,940
941,282,102,2023-03-24,88,990.62,Pending,941
942,138,332,2023-07-24,96,636.59,Shipped,942
943,371,274,2022-07-20,95,823.09,Shipped,943
944,431,278,2023-10-08,43,113.22,Delivered,944
945,42,477,2022-07-10,39,326.31,Shipped,945
946,291,104,2023-04-03,24,282.54,Pending,946
947,274,366,2023-01-23,26,237.66,Shipped,947
948,496,313,2024-03-26,35,352.17,Cancelled,948
949,232,14,2023-10-29,55,184.05,Cancelled,949
950,209,181,2023-04-03,81,211.11,Pending,950
951,300,432,2023-05-13,70,590.39,Cancelled,951
952,108,189,2022-08-12,38,244.41,Cancelled,952
953,355,246,2022-11-20,14,535.1,Pending,953
954,257,258,2024-03-19,16,884.36,Shipped,954
955,315,222,2023-04-28,59,828.29,Shipped,955
956,108,211,2023-11-10,42,332.34,Pending,956
957,342,181,2023-12-07,52,556.4,Shipped,957
958,334,177,2022-08-15,23,473.51,Cancelled,958
959,404,262,2023-06-17,89,801.79,Delivered,959
960,230,383,2024-03-30,3,108.99,Pending,960
961,429,258,2023-07-11,87,292.9,Delivered,961
962,230,269,2024-02-11,77,780.97,Shipped,962
963,225,278,2023-02-22,88,284.73,Cancelled,963
964,238,96,2022-10-02,65,261.28,Pending,964
965,200,455,2022-09-15,4,449.07,Shipped,965
966,228,350,2022-11-26,67,984.68,Delivered,966
967,436,364,2023-10-22,56,617.57,Cancelled,967
968,358,71,2023-11-17,80,998.76,Cancelled,968
969,460,246,2023-07-02,63,857.1,Pending,969
970,351,12,2023-06-05,43,122.42,Delivered,970
971,397,88,2024-02-06,98,228.71,Pending,971
972,233,261,2023-04-25,47,849.55,Shipped,972
973,306,165,2022-05-17,7,995.91,Cancelled,973
974,473,319,2022-08-28,47,821.21,Delivered,974
975,71,408,2022-09-16,72,703.48,Pending,975
976,370,485,2023-03-28,98,379.78,Shipped,976
977,334,281,2024-02-18,9,513.39,Pending,977
978,261,209,2022-11-02,25,951.0,Cancelled,978
979,288,351,2023-03-04,65,395.17,Shipped,979
980,175,330,2023-07-16,47,523.63,Pending,980
981,159,135,2022-09-17,28,180.8,Cancelled,981
982,53,46,2022-09-13,70,210.44,Cancelled,982
983,211,479,2022-11-02,61,218.45,Pending,983
984,341,444,2023-12-02,25,306.07,Delivered,984
985,366,171,2022-07-29,58,817.52,Cancelled,985
986,150,399,2022-06-20,28,581.67,Delivered,986
987,86,232,2022-09-15,23,244.34,Cancelled,987
988,287,44,2022-07-17,5,373.72,Shipped,988
989,408,372,2022-09-14,18,793.86,Delivered,989
990,126,349,2022-10-22,5,191.44,Cancelled,990
991,322,252,2023-03-11,63,864.64,Pending,991
992,178,422,2024-03-15,55,391.58,Delivered,992
993,478,84,2023-01-25,93,139.19,Shipped,993
994,106,464,2022-07-06,20,776.51,Pending,994
995,481,100,2023-05-26,5,782.17,Shipped,995
996,458,479,2024-05-04,95,289.49,Shipped,996
997,347,93,2023-02-12,10,640.5,Shipped,997
998,167,232,2024-02-03,74,104.07,Delivered,998
999,212,491,2023-09-23,35,371.34,Shipped,999
1000,403,407,2024-05-09,25,864.8,Pending,1000
